track_id,track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,umur,calm,energic,sad,happy
6B3klWr5zdlEUdqFm89Czb,Satu-Satunya,Hivi!,0.68,0.652,7,-6.851,1,0.0366,0.0222,2.72e-05,0.286,0.858,124.948,295700,4,remaja,1,0,0,0
3TuWleBiR3aQaiwFZg9gg9,Tak Ingin Pisah Lagi,Marion Jola,0.656,0.401,9,-6.444,0,0.0263,0.581,0.0,0.135,0.343,94.998,265541,4,remaja,1,0,1,0
5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Edison Lighthouse,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,174760,4,remaja,1,0,0,0
3MMLO6TUL07tze9IXud0Vc,honey,boy pablo,0.656,0.628,0,-10.161,1,0.0339,0.304,0.074,0.135,0.715,144.036,254886,4,remaja,1,0,0,1
5eF8Hn5AHY4qT3aZsVYAzO,Mata Ke Hati (Acoustic Version),Hivi!,0.871,0.522,0,-5.601,1,0.0419,0.225,0.0,0.206,0.887,123.991,204293,4,remaja,1,0,0,0
0ibNB0ddusp5eJVnBJnMMu,Kereta Kencan,Hivi!,0.667,0.93,2,-3.647,1,0.0419,0.126,0.000998,0.156,0.685,125.963,257760,4,remaja,1,0,0,1
1Ml2eaYgtXPdklPnZeVqqv,Mata Ke Hati,Hivi!,0.603,0.718,9,-4.396,1,0.0368,0.217,0.0,0.237,0.755,129.869,239453,4,remaja,1,0,0,1
11HoyxwXVwWq6lj2Rv37CH,Saat Bahagia,Ungu,0.624,0.614,0,-6.605,1,0.0283,0.078,0.0,0.0903,0.665,124.934,249107,4,remaja,1,0,0,0
0owU9W5gPsJEcwAmMjzomy,Dekat Di Hati,RAN,0.719,0.492,9,-6.848,1,0.0264,0.761,0.0,0.111,0.644,109.958,268867,4,remaja,1,0,0,0
1NmxBjg8ybFwQkiKVnRxws,Kala Cinta Menggoda,Chrisye,0.694,0.796,0,-6.618,0,0.063,0.434,8.42e-05,0.069,0.68,171.372,324333,4,remaja,1,1,0,1
7A3c5EZzk1XHlpzuRU3nGB,Gadis Sampul,Hivi!,0.718,0.56,4,-8.314,1,0.123,0.381,0.0,0.0797,0.932,89.995,221747,4,remaja,1,0,0,0
1nfOP7xNHeFSPOlziXswJc,Hari Bersamanya,Sheila On 7,0.63,0.68,9,-4.556,1,0.0294,0.312,0.0,0.194,0.792,119.984,232707,4,remaja,1,0,0,0
1OSju3cy37aguxJrpzcX4Z,Tergila-Gila,Tulus,0.622,0.634,11,-7.141,0,0.154,0.15,0.0,0.242,0.851,173.979,231933,4,remaja,1,1,0,1
3puYuuZ7lmlTjIgXBOT01k,Pilihanku,MALIQ & D'Essentials,0.669,0.711,1,-5.576,0,0.0373,0.715,0.0,0.109,0.849,117.911,206307,4,remaja,1,0,0,0
6wqmvAct0xhX6plr6wv5Jp,"Tersenyum, Untuk Siapa?",Hivi!,0.592,0.648,11,-6.001,0,0.0298,0.196,0.0,0.212,0.453,129.886,275400,4,remaja,1,0,1,1
4y5bvROuBDPr5fuwXbIBZR,Paper Rings,Taylor Swift,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4,remaja,1,0,0,0
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4,remaja,1,0,1,0
3GCL1PydwsLodcpv0Ll1ch,You Belong With Me,Taylor Swift,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133,4,remaja,1,0,1,1
3LhUsgwtftfxHIPgViaYxB,Sayap Pelindungmu,TheOvertunes,0.641,0.326,8,-9.209,1,0.0273,0.898,8.36e-06,0.122,0.458,115.938,222507,4,remaja,1,0,1,0
1NhDc9mj96iCwgP5TniyY7,Takkan Kemana,TheOvertunes,0.584,0.307,4,-11.363,1,0.0256,0.327,0.0268,0.31,0.0797,82.033,240440,3,remaja,1,0,1,0
2uSkyrUnWnN1HO2rBWwPLC,Dunia Bersamamu,TheOvertunes,0.518,0.639,7,-7.8,1,0.0294,0.496,0.0,0.112,0.607,80.986,207560,4,remaja,1,0,0,0
0GPJSHYaXh8rZSSJoUMgyl,free love,HONNE,0.708,0.68,9,-8.203,1,0.0519,0.0625,0.0,0.152,0.7,133.947,209280,4,remaja,1,0,0,1
2uyspZLecy9ZSoz27c6JTm,Cantik,Kahitna,0.631,0.739,4,-5.686,0,0.0774,0.4,0.0,0.275,0.487,161.304,240333,4,remaja,1,1,1,1
32Pdf9eyXDEMoClEJW6yYP,Interaksi,Tulus,0.464,0.344,9,-8.302,1,0.033,0.778,1.23e-06,0.132,0.751,177.713,170000,4,remaja,1,1,0,1
48U7tDoHquyAGPW119Xpvi,같은 시간 같은 자리 Walk you home,NCT DREAM,0.799,0.761,11,-4.897,0,0.0453,0.309,0.0,0.115,0.625,97.997,175240,4,remaja,1,0,0,0
0pDmW5AOpl1Wi58Ob0xXB8,Labirin,Tulus,0.699,0.486,9,-6.869,1,0.0369,0.78,2.12e-05,0.105,0.673,96.062,182656,4,remaja,1,0,0,0
1U1qumuS2O5Qttw8G7UXOZ,Teman Hidup,Tulus,0.718,0.259,2,-12.968,1,0.0317,0.869,8.25e-06,0.0871,0.426,83.033,222893,4,remaja,1,0,1,0
51oQZ1A2BZe6b4klnpTFzK,Jangan Cintai Aku Apa Adanya,Tulus,0.491,0.34,7,-10.363,1,0.0296,0.908,0.000272,0.115,0.383,83.993,221540,4,remaja,1,0,1,0
6zf7JLkN833dKAfw7Lth9e,Teman Bahagia,Jaz,0.728,0.411,7,-7.303,1,0.0292,0.341,0.0,0.0855,0.834,95.005,207009,4,remaja,1,0,0,0
2WoRw2nWZoj5ty0rOQP4FQ,Kau Adalah (feat. Rayi Putra),Isyana Sarasvati,0.617,0.646,10,-6.757,1,0.0932,0.183,0.0,0.0909,0.703,171.922,242961,4,remaja,1,1,0,1
37uQDKOul7QOmRFB6kiYyO,Berdua Bersama,Jaz,0.434,0.529,7,-7.752,1,0.0298,0.673,3.31e-06,0.16,0.394,89.483,218523,4,remaja,1,0,1,0
3wFWiWUWoOSIDs6gRnrTge,Langit Favorit,Luthfi Aulia,0.287,0.299,9,-10.692,1,0.0281,0.489,0.0464,0.126,0.281,81.1,199848,4,remaja,1,0,1,0
6MiCZLLzNZ0Bd2evxBZrqh,PDKT,Paul Partohap,0.693,0.315,5,-7.581,1,0.0294,0.297,0.0,0.589,0.203,94.02,260063,3,remaja,1,0,1,0
6a5do8f4VDmRzdkXvSz4HS,Malam Mingguku,Yovie & Nuno,0.441,0.724,0,-4.019,1,0.0336,0.575,0.0,0.32,0.384,81.001,235120,4,remaja,1,0,1,0
2QohOvW7PuLzZR0v5ASIHX,Khayalan,Hivi!,0.676,0.851,7,-6.517,1,0.0473,0.0724,3.37e-06,0.107,0.527,129.967,277373,4,remaja,1,0,1,1
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",Dan + Shay,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4,remaja,1,0,1,0
1xRP7GwKppuawKo4CbiTl2,Bangun Cinta,3 Composers,0.689,0.35,11,-7.773,1,0.0349,0.685,0.0,0.106,0.528,88.022,202552,4,remaja,1,0,1,0
5ktkcnEDkrybwz7XEWjQV9,Siapkah Kau 'Tuk Jatuh Cinta Lagi,Hivi!,0.632,0.705,7,-5.666,1,0.0405,0.283,0.0,0.137,0.9,141.948,279999,4,remaja,1,0,0,1
5qNudLbjQ86iXul64YwKjE,Jatuh Cinta,Tulus,0.597,0.528,1,-7.771,1,0.0416,0.62,5.64e-06,0.172,0.615,79.969,235493,4,remaja,1,0,0,0
5BgZ1bi8xeWVxmg12RfWzv,Pelangi,Hivi!,0.549,0.256,8,-8.804,0,0.0299,0.977,0.00022,0.134,0.178,97.781,217627,4,remaja,1,0,1,0
5VAGZmCKBxYT85w51gNy27,Tukar Jiwa,Tulus,0.671,0.493,8,-9.453,0,0.0444,0.777,0.0,0.11,0.441,88.929,229548,4,remaja,1,0,1,0
4dtmj7X21gunWoQf98hW5L,W.H.U.T,Aisha Retno,0.378,0.646,5,-5.349,0,0.0417,0.679,0.0,0.117,0.398,126.192,174000,3,remaja,1,0,1,1
6TBJkXHPhu3EsMk1bshwuI,ONLY,LeeHi,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,3,remaja,1,0,1,0
4Sav8RLaXMBpTZX6xNPj0K,Try Again,JAEHYUN,0.435,0.352,2,-7.815,0,0.0371,0.814,0.0,0.247,0.345,85.82,178233,3,remaja,1,0,1,0
1lCv3fOI9bqBypLpgUfA4T,Jadi Kekasihku Saja,Keisya Levronka,0.665,0.591,5,-5.618,1,0.037,0.801,0.0,0.123,0.714,126.027,170000,4,remaja,1,0,0,1
45kauLYtwLqqGYHn497rDP,Kau Lagi,Celine & Nadya,0.766,0.4,2,-11.029,1,0.121,0.685,0.00164,0.161,0.387,89.969,205456,4,remaja,1,0,1,0
0lbtRkC7Bs9aR3ZYvtZydi,Good Person (2022),HAECHAN,0.565,0.366,11,-8.611,1,0.0278,0.657,1.21e-05,0.131,0.385,81.943,280000,4,remaja,1,0,1,0
2nX0EHypnfj52KFtasiFJK,Cinta Adalah (Previously Unreleased),TheOvertunes,0.691,0.652,0,-5.305,1,0.0346,0.404,0.0,0.092,0.946,139.984,224789,4,remaja,1,0,0,1
49aLn6dhgqf1XOjxQGG15w,Dinda,Masdo,0.597,0.47,1,-17.812,0,0.0336,0.135,0.34,0.289,0.759,120.068,211544,4,remaja,0,0,0,0
3oJZHURvtmLvYa0eSI2rtY,Tiba-Tiba Cinta Datang,Maudy Ayunda,0.743,0.678,1,-4.731,1,0.0461,0.646,5.64e-06,0.23,0.883,94.975,242147,4,remaja,1,0,0,0
7kylbMIrSPy7BkwOO01NDi,Piknik 72,Naif,0.681,0.664,4,-8.73,1,0.031,0.117,1.93e-05,0.232,0.788,120.18,204653,4,remaja,1,0,0,0
0Mi2ZfADoyhEwRAJUlHlaT,Semenjak Ada Dirimu,Andity,0.782,0.556,0,-7.436,1,0.03,0.133,0.0,0.0901,0.898,137.946,235867,4,remaja,1,0,0,1
0rI7ABPkFghouxwfnVZXHD,Status Palsu,VIDI,0.643,0.793,10,-5.069,1,0.0303,0.15,0.000263,0.107,0.599,93.994,248173,4,remaja,1,0,0,0
6pCfc6xxUXYBWLMQhIWDmh,Kamulah Satu - Satunya,Dewa 19,0.428,0.711,0,-8.114,1,0.0373,0.0507,0.0,0.125,0.624,73.984,241267,4,remaja,1,0,0,0
2CulJODngVvPoLtQrZVWoy,Mau Dibawa Kemana,Armada,0.645,0.568,9,-5.921,1,0.0259,0.491,0.0,0.117,0.732,109.988,239573,4,remaja,1,0,0,0
5BcTu7nYPULr2xSfWOAAS3,Pemilik Hati,Armada,0.467,0.638,11,-4.459,1,0.0296,0.382,0.0,0.157,0.55,139.673,254600,4,remaja,1,0,0,1
1SbpxkBg8DnkbTDgflkf6w,Siapkah Kau 'Tuk Jatuh Cinta Lagi,Hivi!,0.689,0.252,0,-12.215,1,0.0355,0.968,0.00123,0.0993,0.426,130.024,328573,4,remaja,1,0,1,1
2UgCs0i0rNHUH2jKE5NZHE,Sempurna,Andra & The Backbone,0.358,0.32,4,-9.946,1,0.0308,0.726,0.0,0.105,0.384,115.499,268423,3,remaja,1,0,1,0
73DWDOjVUyJ8sAiAcySvgS,Sepatu,Tulus,0.598,0.45,9,-8.257,1,0.0298,0.694,0.000336,0.0985,0.346,114.993,219284,4,remaja,1,0,1,0
1sUcuZMuz5Kn5rATfzL77v,Here We Go Again / Fanboi,Ardhito Pramono,0.63,0.441,10,-10.461,1,0.0518,0.788,0.0,0.268,0.381,120.014,192234,4,remaja,1,0,1,0
6f6A0IGlDhDdXvaRC2qvnf,Rahasia Cintaku #Baper,Kahitna,0.429,0.288,9,-7.437,1,0.0353,0.688,0.0,0.111,0.506,115.185,192627,4,remaja,1,0,1,0
2sYEcNrLJ13IKsroqzqiYr,Inikah Jatuh Cinta?,Amanda Manopo,0.655,0.635,9,-4.318,1,0.0286,0.347,0.0,0.223,0.688,117.02,213532,4,remaja,1,0,0,0
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,remaja,1,1,0,1
7gWcfdZVM1uunqG6trmQVG,Mabuk Cinta,Armada,0.628,0.671,2,-6.69,1,0.0309,0.014,2.35e-06,0.185,0.488,120.011,239507,4,remaja,1,0,1,0
6PqWdGIYq5xdLaa4zCZfRp,Jatuh Suka,Tulus,0.39,0.44,6,-8.954,1,0.0355,0.668,0.000281,0.0982,0.356,89.213,235000,4,remaja,1,0,1,0
22Nd3GuO7sHopPjdKccRcq,An Art Gallery Could Never Be As Unique As You,mrld,0.48,0.299,7,-12.077,1,0.0525,0.838,0.0,0.133,0.196,121.75,158677,4,remaja,1,0,1,0
17TVqwK3FNIYJd0RtnbJiO,"After Met You (From ""After Met You"")",Ari Irham,0.641,0.518,2,-8.418,1,0.0298,0.483,6.99e-06,0.116,0.641,105.097,162957,4,remaja,1,0,0,0
0nXXgjpcisM0bheuDZHAub,Sewindu,Tulus,0.619,0.494,7,-9.626,1,0.0351,0.841,3.9e-05,0.126,0.478,91.984,240493,4,remaja,1,0,1,0
4kMQVpke2L9tlWOINuAo07,Kamu,Coboy Junior,0.712,0.828,10,-4.673,1,0.0519,0.143,0.0,0.299,0.565,123.967,229467,4,remaja,1,0,0,0
4VbGEgsfKmWAFUcg9konmz,Juara Di Hati,Bastian Steel,0.746,0.735,0,-5.64,1,0.0488,0.305,0.0,0.36,0.798,110.072,180000,4,remaja,1,0,0,0
1Q9Jzgs6X0EtNtfq1lOqgH,Indahnya Dirimu,Hivi!,0.725,0.922,10,-5.886,1,0.0426,0.128,4.15e-05,0.0827,0.827,130.997,295027,4,remaja,1,0,0,1
1BoG96FNjJZaddzcPMC983,Simpan Rasa,Vadel Nasir,0.616,0.552,6,-7.533,1,0.033,0.796,0.0,0.102,0.538,120.033,234005,4,remaja,1,0,1,0
0NWPZLOs1JHNRMoYK5Vyos,Hanya Kamu Yang Bisa,Tiket,0.68,0.852,9,-3.821,1,0.0324,0.28,0.0,0.37,0.715,118.0,225173,4,remaja,1,0,0,0
4Tudnx3lQHtXAbzUGxJU8d,Demam Unyu Unyu,Coboy Junior,0.779,0.956,8,-3.852,1,0.0868,0.0686,1.27e-05,0.468,0.96,140.038,240667,4,remaja,1,0,0,1
5VW8Srfc9zInoLTXq8bXUK,Ldr,Mahen,0.504,0.433,10,-9.383,1,0.0348,0.493,0.000557,0.172,0.542,83.902,203000,4,remaja,1,0,1,0
7pnySx65jx0qm8ZmV6R56m,Bukan Cinta Biasa,Afgan,0.339,0.43,6,-8.053,0,0.0275,0.782,0.00986,0.111,0.156,140.03,251480,4,remaja,1,0,1,1
5QPtz7osRZDu7P9UqUzpMl,Lebih Dari Bintang,Lyla,0.645,0.82,7,-4.307,1,0.0347,0.0626,0.0,0.078,0.87,132.974,246100,4,remaja,1,0,0,1
5Z2MknMtX88z9dFlbiI1hA,Jadi Yang Kuinginkan,Vierra,0.525,0.869,3,-5.085,1,0.0365,0.189,0.000337,0.0943,0.799,141.836,188040,4,remaja,1,0,0,1
5vq1ZHQYuQyH0pWbV75Ii9,Love on Top,Off The Beat,0.705,0.768,7,-3.985,1,0.0358,0.321,0.0,0.0949,0.466,93.975,270347,4,remaja,1,0,1,0
4dvJ79IOMjOw0X6qBIfMU8,Salah Tingkah,RAN,0.79,0.824,0,-5.714,1,0.0723,0.0646,0.0,0.118,0.789,107.988,209480,4,remaja,1,0,0,0
1TBvfTvf5z9gZ5whDX7DZ1,Aku Cinta Dia,VIDI,0.619,0.573,11,-4.536,0,0.0356,0.488,0.0,0.306,0.675,149.081,216211,4,remaja,1,0,0,1
4K0YdYv8a6UC9fWi9hV5MH,Berawal Dari Tatap,Yura Yunita,0.329,0.225,0,-9.828,1,0.0301,0.961,0.000456,0.113,0.348,92.304,261721,3,remaja,1,0,1,0
6NkUP6IeLnH6Yaw2wcNHzO,Mine,Petra Sihombing,0.472,0.572,3,-5.651,1,0.0282,0.467,0.0,0.0711,0.361,81.367,229120,4,remaja,1,0,1,0
2CcQDI2IDhHbmBIFup58JE,Daydreamin',Ariana Grande,0.675,0.648,7,-6.003,1,0.0317,0.234,0.0,0.561,0.322,114.051,211293,3,remaja,1,0,1,0
5drW6PGRxkE6MxttzVLNk5,Secukupnya,Hindia,0.731,0.796,9,-5.098,0,0.0344,0.19,0.0606,0.354,0.933,102.006,205466,4,remaja,1,0,0,0
2FaquTc3FYvNm7RuO1gD6O,Langit Abu-Abu,Tulus,0.485,0.133,2,-10.7,1,0.058,0.91,0.0,0.106,0.366,100.593,202951,3,remaja,1,0,1,0
0O6g2QFUhuLqRzGqhyzrIu,Hitam Putih,Fourtwnty,0.517,0.329,2,-10.699,1,0.033,0.785,1.91e-05,0.0823,0.148,119.863,251000,4,remaja,1,0,1,0
0Ax3HeFnPVuHBtzc0AQ7zw,Adaptasi,Tulus,0.527,0.27,7,-8.137,1,0.0423,0.874,4.64e-06,0.0987,0.459,180.112,188973,3,remaja,1,1,1,1
7lr82r1RMJudgcKQ8y7H9K,Tenang,Yura Yunita,0.587,0.121,7,-9.876,1,0.0344,0.939,6.82e-05,0.0817,0.219,78.094,247800,4,remaja,1,0,1,0
65PjFLm6X567f52At4CI1N,Benci Untuk Mencinta,Naif,0.554,0.287,2,-10.225,1,0.0263,0.721,1.45e-05,0.112,0.176,78.031,240867,4,remaja,1,0,1,0
1qHddOZ7pwtmOsw0RmlKFx,Takut,Idgitaf,0.527,0.24,2,-8.828,1,0.0303,0.96,0.000199,0.0818,0.217,80.128,319700,4,remaja,1,0,1,0
1mruWrUwAVe2XkksUQiaHK,Selamat (Selamat Tinggal),Virgoun,0.361,0.581,0,-8.502,1,0.0302,0.523,5.42e-06,0.118,0.372,79.59,313671,4,remaja,1,0,1,0
1xdp8tXLTGbPeUSEODP9N7,Kukira Kau Rumah,Pendarra,0.643,0.275,0,-15.462,1,0.0315,0.939,0.454,0.115,0.603,90.022,206712,4,remaja,0,0,0,0
2vzpoecVhBE1pKtHzKONaN,Seluruh Nafas Ini,Last Child,0.562,0.526,0,-5.161,1,0.0268,0.224,0.0,0.096,0.267,127.012,292337,4,remaja,1,0,1,1
2k9ZZcEQVxoXd2OYr8iiQ8,Hal Indah Butuh Waktu Untuk Datang,Idgitaf,0.585,0.347,10,-8.806,1,0.0259,0.813,0.000123,0.109,0.322,93.02,270700,4,remaja,1,0,1,0
4zDsTPzY7Nm7rYKvszjKYL,Seandainya,Vierra,0.252,0.827,2,-4.971,1,0.0322,0.0858,0.000262,0.219,0.478,93.979,263467,3,remaja,1,0,1,0
2wAiFWjRupWmnDkQcu91MF,Rumah Ke Rumah,Hindia,0.72,0.786,11,-7.396,1,0.0319,0.456,0.616,0.186,0.488,116.032,277457,4,remaja,0,0,0,0
4GfK1qOF3uBWidbPlTCQRL,Monokrom,Tulus,0.534,0.462,6,-9.383,1,0.0326,0.573,5.59e-06,0.0974,0.519,88.046,214567,4,remaja,1,0,1,0
1bcIiU5FWRa2IYBqx0bk67,Evakuasi,Hindia,0.67,0.463,2,-8.004,0,0.0453,0.398,0.00353,0.174,0.441,84.987,208000,4,remaja,1,0,1,0
5MIpcd16T59wFeqAChSYwC,Duka,Last Child,0.566,0.885,0,-4.664,1,0.0355,0.122,3.75e-06,0.049,0.31,135.015,325147,4,remaja,1,0,1,1
3Z0K4sFU1fOiBOe7Nf3kix,Menjadi Dia,Tiara Andini,0.472,0.283,7,-11.348,1,0.0307,0.611,1.34e-06,0.126,0.287,144.147,229500,4,remaja,1,0,1,1
1vT1rKlEzvT9r0uYwAuwC8,Manusia Kuat,Tulus,0.61,0.495,0,-7.251,1,0.0285,0.225,0.0,0.321,0.622,111.949,184600,4,remaja,1,0,0,0
77vx7sGjdqwdnQL968t8oY,Monolog,Pamungkas,0.476,0.578,4,-9.252,1,0.0312,0.108,0.558,0.131,0.298,96.978,207216,4,remaja,0,0,0,0
5QGdWvXwXMK2Zx6eKagyue,Sudah - Story of Kale - Original Motion Picture Soundtrack,Ardhito Pramono,0.617,0.172,2,-11.526,1,0.0316,0.907,2.87e-05,0.16,0.199,114.924,206098,3,remaja,1,0,1,0
4HPxh6IkRxCkb3T06Pltch,Diary Depresiku,Last Child,0.575,0.746,4,-9.043,1,0.0506,0.0181,0.0,0.362,0.5,132.0,317650,4,remaja,1,0,1,1
3B4VP6swG49n3scg2aMfA6,Pamit,Tulus,0.303,0.3,4,-10.157,0,0.0304,0.843,0.000296,0.0967,0.336,77.875,232516,4,remaja,1,0,1,0
0fiKmieZ6xzoolzNOC3Fxi,Sekuat Hatimu,Last Child,0.503,0.679,4,-5.43,1,0.0296,0.0297,0.0,0.105,0.316,176.12,283760,4,remaja,1,1,1,1
2hHeGD57S0BcopfVcmehdl,Hati-Hati di Jalan,Tulus,0.643,0.436,6,-11.322,1,0.0357,0.702,0.0889,0.115,0.755,71.969,242000,4,remaja,1,0,0,0
1k1e4Amkn7hIFrEthtazqT,Tutur Batin,Yura Yunita,0.576,0.329,10,-8.87,1,0.0487,0.813,0.000671,0.108,0.397,72.91,215591,4,remaja,1,0,1,0
1imyB3ufkQTtOnD2PYUSuu,Bernafas Tanpamu,Last Child,0.445,0.602,2,-7.022,1,0.032,0.012,3.37e-06,0.0724,0.289,145.02,295993,3,remaja,1,0,1,1
1rq2b0GMPXfIdy2nezUAPN,Hal Terindah,Seventeen,0.467,0.592,9,-4.025,1,0.0263,0.308,0.0,0.105,0.256,143.976,256627,4,remaja,1,0,1,1
5xtZ0Zz2J2ugaO6w6yC48w,Pedih,Last Child,0.459,0.245,7,-13.712,1,0.0311,0.602,0.0,0.101,0.183,145.884,278205,4,remaja,1,0,1,1
6shEr6AgLBDlfYlax2UzzL,Melawan Restu,Mahalini,0.626,0.344,7,-7.867,1,0.0318,0.808,0.0,0.0773,0.304,119.895,219896,4,remaja,1,0,1,0
4N6YcqNkrAxelsd33JoFWQ,Serana,For Revenge,0.429,0.709,2,-5.54,1,0.0297,0.0264,0.0137,0.135,0.26,130.061,251077,4,remaja,1,0,1,1
1b0aDgrG775i4sPQgJGmkU,Tak Ingin Usai,Keisya Levronka,0.49,0.398,0,-7.712,1,0.0266,0.815,0.000187,0.114,0.136,129.772,278500,3,remaja,1,0,1,1
2dIBMHByUGcNPzmYBJ6OAj,Evaluasi,Hindia,0.609,0.966,7,-4.469,1,0.0571,0.00194,2.83e-06,0.304,0.505,102.014,194469,4,remaja,1,0,1,0
0mMqopQJOWADJSPRMYkvTF,Dunia Tipu-Tipu,Yura Yunita,0.48,0.325,1,-8.513,1,0.0354,0.907,1.52e-05,0.112,0.619,111.774,218735,5,remaja,1,0,0,0
1ucByvZSTXc7Njrtm9pdzk,Pergi Tak Meninggalkan,Ekhsan,0.591,0.372,9,-8.749,1,0.0297,0.798,3.57e-06,0.286,0.266,119.888,240299,4,remaja,1,0,1,0
0QZEPCT8uhyADw74umgwMT,Bawalah Cintaku,Afgan,0.17,0.264,5,-11.37,1,0.039,0.759,0.0013,0.0926,0.0693,62.912,316400,4,remaja,1,0,1,0
3z2Kcl9Oz1IxSgVoKN6RXo,Tak Pernah Ternilai,Last Child,0.53,0.837,4,-6.19,1,0.043,0.0134,0.0,0.116,0.412,134.988,253023,4,remaja,1,0,1,1
2qgjqbi96IAOBzZFC6H57U,Diri,Tulus,0.576,0.289,5,-9.389,1,0.0261,0.838,8.63e-05,0.085,0.485,96.103,240000,4,remaja,1,0,1,0
1oAWbr6TXkRajJKgSm1vF5,Kasih Tak Sampai,Padi,0.281,0.207,2,-13.734,1,0.0396,0.963,0.0117,0.058,0.149,71.632,293320,4,remaja,1,0,1,0
66SBpMfdxpe7B2UF0hq4DR,L,Hal,0.652,0.367,2,-7.015,1,0.032,0.831,8.34e-05,0.0941,0.508,152.791,220906,4,remaja,1,0,1,1
2LQZ32XuFlkcoEUDSG6BMT,Untuk Apa / Untuk Apa?,Hindia,0.728,0.8,11,-8.102,0,0.0775,0.3,0.000446,0.287,0.635,109.948,378514,4,remaja,1,0,0,0
2o9AHYt8uSxS7tPnukrDaI,Bunga Tidur,Tulus,0.436,0.236,2,-9.289,1,0.0344,0.904,0.0,0.149,0.297,114.914,211784,5,remaja,1,0,1,0
08OPqLv99g8avzmxQepmiw,Besok Mungkin Kita Sampai,Hindia,0.659,0.705,7,-7.074,1,0.0312,0.178,1.39e-05,0.333,0.488,95.01,240981,4,remaja,1,0,1,0
3YZQseFqB5LVy9VcfVv7dp,Jaga Slalu Hatimu,Seventeen,0.465,0.659,9,-4.458,1,0.0293,0.514,0.0,0.345,0.255,135.026,285933,4,remaja,1,0,1,1
630DpnzdfjdVqv2yLfPbAX,Bertaut,Nadin Amizah,0.47,0.131,6,-13.29,1,0.0362,0.933,0.00245,0.109,0.115,118.836,315961,3,remaja,1,0,1,0
1USA6DXJ1qsucoKnDu4vnu,Tak Kan Hilang,Budi Doremi,0.527,0.258,4,-9.499,1,0.0319,0.821,0.000172,0.148,0.347,139.928,241714,4,remaja,1,0,1,1
7mjO4RbTZIb1SfE8G673Lm,Rehat,Kunto Aji,0.324,0.252,2,-12.514,1,0.0319,0.849,0.213,0.145,0.0717,70.002,354480,4,remaja,0,0,1,0
4oSmLeQkMd2kN4BzBLWAZS,Ingkar,Tulus,0.241,0.328,7,-8.641,1,0.03,0.87,6.09e-05,0.125,0.35,86.429,252000,4,remaja,1,0,1,0
3iszMeG87RxYujbKieNNRQ,Halu,Feby Putri,0.258,0.249,2,-14.543,1,0.0346,0.867,0.0308,0.11,0.104,87.283,265738,3,remaja,1,0,1,0
5FKEkZ0pxjgTVKRDCCeI7S,Antara Ada dan Tiada - Acoustic Version,Utopia,0.573,0.176,3,-11.218,1,0.043,0.894,0.0,0.243,0.238,135.1,235173,4,remaja,1,0,1,1
3FwQ3RYYEekzjEeL3jdpUZ,Pesan Terakhir,Lyodra,0.522,0.357,2,-8.579,1,0.0299,0.432,3.31e-06,0.094,0.14,120.049,261300,4,remaja,1,0,1,0
3i0h88q1HBtbdIg2bPxs54,Tertawan Hati,Awdella,0.319,0.432,6,-5.831,1,0.0317,0.661,0.0,0.108,0.244,128.244,237864,4,remaja,1,0,1,1
1cKm6kQLMhc7N3mHS238fk,Tetap Dalam Jiwa,Isyana Sarasvati,0.644,0.438,1,-6.186,1,0.0279,0.722,0.0,0.107,0.179,120.018,209293,4,remaja,1,0,1,0
1mAkA0ZVdi3S9gVvuJw89I,Terlatih Patah Hati,The Rain,0.467,0.739,9,-4.833,1,0.04,0.282,0.0,0.36,0.684,162.015,260707,4,remaja,1,1,0,1
7nQoDLkzCcoIpKPQt3eCdN,Kau Rumahku,raissa anggiani,0.35,0.323,1,-8.982,1,0.0369,0.873,1.48e-06,0.103,0.278,169.513,275250,3,remaja,1,1,1,1
1FvewPpBHE9U86rBaYauR1,Senyumlah,Andmesh,0.46,0.448,9,-10.235,1,0.0425,0.884,0.000246,0.107,0.321,175.725,211595,4,remaja,1,1,1,1
4kfjA6WfgKBt7I7YKuDCkU,Blue Jeans,GANGGA,0.639,0.297,7,-11.18,1,0.0334,0.938,0.0839,0.18,0.292,113.989,211483,3,remaja,1,0,1,0
